0.000000000000000000e+00;0.000000000000000000e+00;4.161776441523980146e-66;-1.006780709003184124e-59;5.412258230818730908e-54
6.200620062006199976e-07;0.000000000000000000e+00;-2.080888220761990073e-66;-1.105429575052088912e-75;5.412258230818733227e-54
1.240124012401239995e-06;0.000000000000000000e+00;4.161776441523980674e-66;1.006780709003183681e-59;-2.706129115409365222e-53
1.860186018601859993e-06;0.000000000000000000e+00;-1.456621754533392999e-65;-4.027122836012736494e-59;1.028329063855558988e-52
2.480248024802479990e-06;0.000000000000000000e+00;5.410309373981174717e-65;1.510171063504776451e-58;-3.842703343881299524e-52
3.100310031003099988e-06;0.000000000000000000e+00;-2.018461574139130461e-64;-5.637971970417833922e-58;1.434248431166964263e-51
3.720372037203719985e-06;0.000000000000000000e+00;7.532815359158405130e-64;2.104171681816655092e-57;-5.352723390279730587e-51
4.340434043404339559e-06;0.000000000000000000e+00;-2.811279986249447960e-63;-7.852889530224840019e-57;1.997664512995192159e-50
4.960496049604959981e-06;0.000000000000000000e+00;1.049183840908195875e-62;2.930738643908269225e-56;-7.455385712952796763e-50
5.580558055805580402e-06;0.000000000000000000e+00;-3.915607365007838812e-62;-1.093766562261059335e-55;2.782387833881604736e-49
6.200620062006199976e-06;0.000000000000000000e+00;1.461324561912315052e-61;4.081992384653412274e-55;-1.038401276423113841e-48
6.820682068206819550e-06;0.000000000000000000e+00;-5.453737511148476499e-61;-1.523420297635258686e-54;3.875366322304287561e-48
7.440744074407439971e-06;0.000000000000000000e+00;2.035362548268160321e-60;5.685481952075690475e-54;-1.446306401279403595e-47
8.060806080608060392e-06;0.000000000000000000e+00;-7.596076441957792735e-60;-2.121850751066750611e-53;5.397688972887205738e-47
8.680868086808679119e-06;0.000000000000000000e+00;2.834894321956297442e-59;7.918854809059443134e-53;-2.014444949026934667e-46
9.300930093009299540e-06;0.000000000000000000e+00;-1.057996964362942376e-58;-2.955356848517097463e-52;7.518010898819015567e-46
9.920992099209919961e-06;0.000000000000000000e+00;3.948498425256139317e-58;1.102954191316244239e-51;-2.805759864624912371e-45
1.054105410541054038e-05;0.000000000000000000e+00;-1.473599673666161242e-57;-4.116281080413267134e-51;1.047123836861774559e-44
1.116111611161116080e-05;0.000000000000000000e+00;5.499548852139030044e-57;1.536217013033682608e-50;-3.907919360984622309e-44
1.178117811781177953e-05;0.000000000000000000e+00;-2.052459573488993290e-56;-5.733239944093411018e-50;1.458455360707665967e-43
1.240124012401239995e-05;0.000000000000000000e+00;7.659883408742079778e-56;2.139674276333993583e-49;-5.443029506732201337e-43
1.302130213021302037e-05;0.000000000000000000e+00;-2.858707406147932627e-55;-7.985373110926635318e-49;2.031366266622121864e-42
1.364136413641363910e-05;0.000000000000000000e+00;1.066884128371750949e-54;2.980181816737258415e-48;-7.581162115815239442e-42
1.426142614261425952e-05;0.000000000000000000e+00;-3.981665772872216076e-54;-1.112218995585635524e-47;2.829328219663883654e-41
1.488148814881487994e-05;0.000000000000000000e+00;1.485977896311711437e-53;4.150857800668814674e-47;-1.055919666707400736e-40
1.550155015501550036e-05;0.000000000000000000e+00;-5.545745007959623502e-53;-1.549121220708962415e-46;3.940745844863214629e-40
1.612161216121612078e-05;0.000000000000000000e+00;2.069700213552678049e-52;5.781399102768970135e-46;-1.470706371274545921e-39
1.674167416741674120e-05;0.000000000000000000e+00;-7.724226353414749659e-52;-2.157647519036691171e-45;5.488750900611903085e-39
1.736173617361735824e-05;0.000000000000000000e+00;2.882720520010624677e-51;8.052450165869885717e-45;-2.048429723117291112e-38
1.798179817981797866e-05;0.000000000000000000e+00;-1.075845944470104986e-50;-3.005215314444277391e-44;7.644843802407971855e-38
